,date,user_loc,followers,friends,message,tokens,no,predictions
433,2/19/2019 11:27,United Kingdom,1233,912,who’s having a top morning then hoping to improve the stream so just want to ask you guys a question  what mak… ,"['who’s', 'top', 'morning', 'hoping', 'improve', 'stream', 'want', 'ask', 'guys', 'question', 'mak…']","['who’s', 'top', 'morning', 'hoping', 'improve', 'stream', 'want', 'ask', 'guys', 'question', 'mak…']",0
434,2/19/2019 11:27,Introvert Studios ,353,155,amen to that,['amen'],['amen'],4
435,2/19/2019 11:27,,6770,7354,"the plan for the day: if your plan to succeed depends on manipulating, threatening, or harming others get a new p… ","['plan', 'day', 'plan', 'succeed', 'depends', 'manipulating', 'threatening', 'harming', 'others', 'get', 'new', 'p…']","['plan', 'day', 'plan', 'succeed', 'depends', 'manipulating', 'threatening', 'harming', 'others', 'get', 'new', 'p…']",4
436,2/19/2019 11:28,"One Central Square, Cardiff",856,677,never give up  dreams believe tuesdaythoughts achieve business entrepreneur ,"['never', 'give', 'dreams', 'believe', 'tuesdaythoughts', 'achieve', 'business', 'entrepreneur']","['never', 'give', 'dreams', 'believe', 'achieve', 'business', 'entrepreneur']",4
437,2/19/2019 11:28,,424,868,"tuesdaythoughts  has been awarded nearly £10bn in uk contracts in the past month, and yet still can’t… ","['tuesdaythoughts', 'awarded', 'nearly', '£10bn', 'uk', 'contracts', 'past', 'month', 'yet', 'still', 'can’t…']","['awarded', 'nearly', '£10bn', 'uk', 'contracts', 'past', 'month', 'yet', 'still', 'can’t…']",0
438,2/19/2019 11:28,,500,147,"for the sake of parking your car on shades, please plant a tree. tuesdaythoughts","['sake', 'parking', 'car', 'shades', 'please', 'plant', 'tree', 'tuesdaythoughts']","['sake', 'parking', 'car', 'shades', 'please', 'plant', 'tree']",0
439,2/19/2019 11:28,,33,49,there is only like 83 days until my first gcse :( tuesdaythoughts gcses2019 gcse2019,"['like', '83', 'days', 'first', 'gcse', 'tuesdaythoughts', 'gcses2019', 'gcse2019']","['like', '83', 'days', 'first', 'gcse', 'gcses2019', 'gcse2019']",0
440,2/19/2019 11:28,"Ohio, USA and the World.",10278,10600,your day??? tuesdaymotivation tuesdaythoughts,"['day', 'tuesdaymotivation', 'tuesdaythoughts']","['day', 'tuesdaymotivation']",0
441,2/19/2019 11:28,"Federal Capital Territory, Nig",577,889,"it's 365days today since leah sharibu among 110 girls, were adopted by boko haram. she is the only one left in the… ","['365days', 'today', 'since', 'leah', 'sharibu', 'among', '110', 'girls', 'adopted', 'boko', 'haram', 'one', 'left', 'the…']","['365days', 'today', 'since', 'leah', 'sharibu', 'among', '110', 'girls', 'adopted', 'boko', 'haram', 'one', 'left', 'the…']",0
442,2/19/2019 11:28,Hindringham Norfolk UK,4127,4569,"fellow tweeters, if you live in norfolk, it might be an idea to have these guys number on your phones. we have no c… ","['fellow', 'tweeters', 'live', 'norfolk', 'might', 'idea', 'guys', 'number', 'phones', 'c…']","['fellow', 'tweeters', 'live', 'norfolk', 'might', 'idea', 'guys', 'number', 'phones', 'c…']",4
443,2/19/2019 11:28,"Seattle, WA",89,16,tuesdaythoughts is trending right now. here's its tune ,"['tuesdaythoughts', 'trending', 'right', 'heres', 'tune']","['trending', 'right', 'heres', 'tune']",0
444,2/19/2019 11:28,carlifornia,28,57,"you have an essay dissertation termpaper researchpaper that's due, and you don't want to stress yourself about… ","['essay', 'dissertation', 'termpaper', 'researchpaper', 'thats', 'due', 'dont', 'want', 'stress', 'about…']","['essay', 'dissertation', 'termpaper', 'researchpaper', 'thats', 'due', 'dont', 'want', 'stress', 'about…']",0
445,2/19/2019 11:28,"Lagos, Nigeria",6834,6617,"dj neptune ft.  myworld video out   everywhere. dir  shot in d uk . watch, enjoy &amp; sha… ","['dj', 'neptune', 'ft', 'myworld', 'video', 'everywhere', 'dir', 'shot', 'uk', 'watch', 'enjoy', 'amp', 'sha…']","['dj', 'neptune', 'ft', 'myworld', 'video', 'everywhere', 'dir', 'shot', 'uk', 'watch', 'enjoy', 'amp', 'sha…']",4
